,Column0,target_name,RA,DEC,MatchID,MatchRa,MatchDEC,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag
884,8440,32072196,58.235278,-68.96471600000001,32072196,58.235252233615505,-68.9647203308264,0.0367647467484682,20190415,,9153-00503-1,106-003288,03525646-6857529,,J035256.45-685753.0,4.667454661233684e+18,32009977.0,,STAR,tmgaia2,tmgaia2,-5.29049,0.0455093,-7.36141,0.0500904,gaia2,1.3522399999999999,0.0260712,gaia2,283.288011764077,-40.5415373020769,334.21814910108,-77.8865480606818,11.448,0.10300000000000001,9.672,0.027999999999999997,,,,,,,,,,,7.107,0.02,6.439,0.033,6.21,0.028999999999999998,AAA-111-111-000-0-0,,6.099,0.11,6.1770000000000005,0.027000000000000003,6.167000000000001,0.015,6.045,0.039,9.17939,0.0005200000000000001,8.3678,0.006,rered,gaia2,4193.0,122.0,,,,,22.7495,,,,,,GIANT,,,724.1289999999999,13.776,0.06182130000000001,8.12841e-05,0,,,,,8.29326e-05,7.963560000000001e-05,schlegel,,,,,,,,,,,13.519,14.033,bj2018,,,dered,10.0066,0.001644,8.33653,0.00217,1,,tycho2v,tycho2b,,0.856103675458346,0.7768729790926311,58.235188773634995,-68.96475202579799,0.0246421081802466,0.0270703210697422,0,0
889,8128,31530505,89.557296,-69.288043,31530505,89.55730763672541,-69.28803360754151,0.0369164384963718,20190415,,,104-017158,05581375-6917170,,J055813.75-691716.0,4.658978354309093e+18,33108666.0,,STAR,tmgaia2,tmgaia2,-1.13541,0.0358534,83.7507,0.0366263,gaia2,10.8776,0.0200727,gaia2,279.532100910659,-29.929647357584,273.285993318153,-87.267633695171,15.3,0.055,13.825,0.092,,,,,,,,,,,10.824000000000002,0.023,10.13,0.024,9.96,0.025,AAA-222-111-000-0-0,,9.84,0.023,9.857000000000001,0.02,9.777999999999999,0.028999999999999998,9.41,0.331,13.0991,0.0004969999999999999,12.0867,0.00734449,cdwrf,cdwrf,3759.0,157.0,4.6643099999999995,0.0106222,,,0.584557,0.017491299999999998,0.5753020000000001,0.0203595,2.88015,0.15684,DWARF,0.0614664,0.014013,91.6878,0.17,,,1293,0.1055569,,,0.004589126,,,,,,,,,,,,,,0.1697,0.1703,bj2018,,,cdwrf,14.1198,0.0021,12.1063,0.001433,1,,ucac4,apassdr9,cooldwarfs_v8,0.6757847853845389,0.5680395069626689,89.5572938143259,-69.2876730142474,0.0199188708745626,0.0194140568112277,1,0
890,1456,220473814,75.18439000000001,-58.98411899999999,220473814,75.18437224259891,-58.9841236592388,0.0369645142598432,20190415,,,156-004943,05004425-5859028,,J050044.26-585903.6,4.762226825471866e+18,27238016.0,,STAR,tmgaia2,tmgaia2,10.6292,0.0453793,-78.7726,0.0541057,gaia2,12.8815,0.0238886,gaia2,268.01080356706797,-37.141418032758004,41.392993010613104,-79.8843269695338,14.943,0.026000000000000002,13.53,0.069,,,,,,,,,,,10.517000000000001,0.024,9.874,0.022000000000000002,9.657,0.021,AAA-222-111-000-0-0,,9.547,0.023,9.542,0.02,9.434,0.026000000000000002,9.273,,12.7774,0.00043200000000000004,11.777000000000001,0.00729179,cdwrf,cdwrf,3781.0,157.0,4.67392,0.010194499999999999,,,0.573299,0.0169947,0.5657369999999999,0.0202623,3.00242,0.15969,DWARF,0.06051789,0.01370289,77.4567,0.1444,,,61,0.04085445,,,0.006031535,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.7825,0.00366,11.7948,0.001047,1,,ucac4,apassdr9,cooldwarfs_v8,0.8084014344048299,0.838980457634353,75.1844610583977,-58.9844628190775,0.0224582004462851,0.0239567569096014,1,0
904,6598,271642286,109.4024,-75.0616,271642286,109.40240621818701,-75.0616103284982,0.0376277069199156,20190415,,,075-007109,07173658-7503416,,,5.21442877942391e+18,34647566.0,,STAR,tmgaia2,tmgaia2,-48.0004,0.0820416,353.844,0.11656500000000002,gaia2,31.1748,0.0551766,gaia2,286.587847735751,-24.4835002988787,242.02956149505002,-79.4796842190775,,,16.43,0.2,,,,,,,,,,,11.665999999999999,0.022000000000000002,11.091,0.022000000000000002,10.802999999999999,0.023,AAA-222-111-000-0-0,,,,,,,,,,14.8778,0.000609,13.4599,0.00759358,cdwrf,cdwrf,3092.0,157.0,5.084230000000001,0.028980400000000003,,,0.189163,0.00573273,0.15842799999999999,0.020069,23.4058,0.846806,DWARF,0.002946626,0.0007819315,32.0476,0.0571,,,166,0.008051681,,,0.01094531,,,,,,,,,,,,,,0.057,0.0572,bj2018,,,cdwrf,16.7675,0.0068,13.571,0.0024809999999999997,1,,cdwrf,,cooldwarfs_v8,1.60414096837997,1.80768009693362,109.401604494997,-75.06008683488321,0.0446632146933569,0.0577465933513983,1,0
908,30562,272086938,115.455223,-72.60611,272086938,115.455254502355,-72.6061054195432,0.037699724439302,20190415,37504.0,9188-01864-1,087-013264,07414925-7236219,,J074149.38-723621.9,5.263150888430032e+18,,,STAR,tmgaia2,tmgaia2,32.4347,0.438854,16.2133,0.440431,gaia2,23.2952,0.21068800000000001,gaia2,284.570982767359,-22.155050734173603,225.760345458318,-79.3874470175004,4.978,0.017,3.93,0.03,,,,,,,,,,,2.254,0.28,1.7930000000000001,0.252,1.734,0.27399999999999997,DDD-333-111-000-0-0,,-0.37799999999999995,,-0.131,,1.554,0.011000000000000001,1.483,0.011000000000000001,3.6793,0.00441647,3.0771,1.8695,gbprp,spect,4837.0,44.0,,,-0.13,0.03,10.373,,,,,,GIANT,,,42.8807,0.39035,,,0,,,,,,,,,,,,,,,,,,,,bj2018,,,spect,4.20662,4.20662,3.02177,0.002912,1,,hipvmag,tycho2b3,,8.44336555360978,6.830456163002549,115.45572165235501,-72.606035612822,0.21564726334526102,0.22707872119434,0,0
913,10716,141024724,79.146045,-72.052278,141024724,79.1460264371325,-72.0522691761615,0.0378565358153425,20190415,,9170-00952-1,090-012182,05163504-7203082,,J051635.04-720307.5,4.651361899839233e+18,33588177.0,,STAR,tmgaia2,tmgaia2,18.3227,0.063086,67.7459,0.058892200000000006,gaia2,13.0903,0.0311202,gaia2,283.282753403872,-32.9623307764064,299.93790045965403,-83.32304895793649,12.636,0.233,11.292,0.032,,,,,,,,,,,9.344,0.022000000000000002,8.82,0.025,8.706,0.025,AAA-222-111-000-0-0,,8.625,0.022000000000000002,8.682,0.02,8.622,0.021,8.998,0.377,10.9508,0.00064,10.2862,0.006,gbprp,gaia2,4572.0,122.65299999999999,4.53825,0.0958553,,,0.756092,0.05839199999999999,0.72,0.08132539999999999,1.6657400000000002,0.472739,DWARF,0.22504490000000002,0.01029414,76.2245,0.18215,,,2070,0.09913339,,,0.010493299999999999,,,,0.0734636,0.0891872,0.0812849,0.035499,0.358629,0.586849,0.0898225,0.101888,0.0112648,0.00932349,0.1817,0.1826,bj2018,71.404,173.90200000000002,dered0,11.5662,0.002073,10.2378,0.001465,1,,tycho2v3,tycho2b3,,1.2095356039617902,0.913412470617173,79.1462824475053,-72.05197749259071,0.0336756541148754,0.0326400930169879,1,0
924,1848,350619392,87.3385,-56.538202000000005,350619392,87.3385108341634,-56.53819322473821,0.0382161530021306,20190415,,,168-006631,05492123-5632175,,J054921.27-563216.7,4.765856450794324e+18,27268222.0,,STAR,tmgaia2,tmgaia2,30.4191,0.040568099999999996,73.4147,0.0406136,gaia2,11.7361,0.0218451,gaia2,264.734791324595,-30.778402225123802,81.6049860836858,-79.89988427871809,12.911,0.018000000000000002,11.715,0.046,,,,,,,,,,,9.765,0.022000000000000002,9.227,0.022000000000000002,9.056000000000001,0.019,AAA-222-111-000-0-0,,9.024,0.023,9.087,0.02,8.988999999999999,0.024,8.725,0.212,11.41,0.00045999999999999996,10.7231,0.006,gbprp,spect,4475.0,151.783,4.56142,0.113375,,,0.7258939999999999,0.0707036,0.7,0.0811919,1.83011,0.635199,DWARF,0.1903765,0.01188798,84.9976,0.15905,,,82,0.001677777,,,0.008722585,,,,0.06019069999999999,0.10219299999999999,0.0605945,0.08081260000000001,0.47642299999999993,0.793976,0.126932,0.0998178,0.00964826,0.014127700000000002,0.1588,0.1593,bj2018,179.135,124.43,spect,12.05,0.001245,10.6688,0.001085,1,,ucac4,apassdr9,,0.714187857639221,0.629903671720398,87.3387483670615,-56.53787713389271,0.0181938758951736,0.0222438380276303,1,0
925,5416,38824524,67.97416700000001,-64.871105,38824524,67.974176506138,-64.8710951771564,0.0382319885092477,20190415,,,126-004265,04315379-6452160,,J043153.82-645215.0,4.674940102037393e+18,29813118.0,,STAR,tmgaia2,tmgaia2,14.2577,0.0359711,86.2593,0.044854000000000005,gaia2,10.2295,0.020983900000000003,gaia2,276.311420969697,-38.9751868920094,0.37745917881325797,-80.8360641540741,14.880999999999998,0.008,13.414000000000001,0.126,,,,,,,,,,,10.703,0.026000000000000002,10.055,0.023,9.868,0.019,AAA-222-111-000-0-0,,9.806000000000001,0.023,9.833,0.02,9.72,0.035,9.113,,12.8304,0.000465,11.9007,0.00723973,cdwrf,cdwrf,3932.0,157.0,4.62965,0.0111927,,,0.625694,0.0184456,0.6085649999999999,0.0202002,2.4844,0.137463,DWARF,0.08430877,0.01851702,97.4811,0.2009,,,104,0.01183322,,,0.004915737,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.7382,0.001269,11.9062,0.000531,1,,ucac4,apassdr9,cooldwarfs_v8,0.6608773956966031,0.695686126622796,67.9743210638247,-64.87072378301521,0.0188324896963716,0.0249940114113148,1,0
933,25394,364589441,85.98669100000001,-77.0117,364589441,85.9867378954063,-77.0117017266841,0.0384492223730811,20190415,,,065-004264,05435680-7700421,,J054356.67-770041.2,4.647849784795422e+18,34622198.0,,STAR,tmgaia2,tmgaia2,-45.7909,3.18125,82.4321,3.18131,hsoy,,,,288.52869552642,-30.157255990148396,274.94233131507303,-79.4799984015892,17.771,0.162,16.215999999999998,0.19399999999999998,,,,,,,,,,,11.347999999999999,0.022000000000000002,10.782,0.024,10.517000000000001,0.019,AAA-222-111-000-0-0,,10.36,0.023,10.179,0.021,9.985,0.040999999999999995,9.382,,14.4682,0.001114,13.1005,0.00782453,cdwrf,cdwrf,3195.0,157.0,4.832669999999999,0.00442312,,,0.393475,0.012814099999999998,0.38409499999999996,0.021093,6.30503,0.26972399999999996,DWARF,0.01453491,0.0038273000000000005,,,,,155,0.0067235590000000005,,,0.004814393,,,,,,,,,,,,,,,,,,,cdwrf,16.17,0.005511,13.1945,0.003228,0,,ucac4,bpbj,cooldwarfs_v8,63.027138261749705,49.3109930341475,85.9858606830958,-77.0113468121657,0.20686963152650098,0.260489578908715,1,0
934,8992,38699083,66.2008,-63.036,38699083,66.2008208728456,-63.0360049510717,0.0384522646668895,20190415,,,135-004179,04244817-6302098,,J042448.35-630207.8,4.675702063594933e+18,29810523.0,,STAR,tmgaia2,tmgaia2,103.20700000000001,0.11629500000000001,166.267,0.0988539,gaia2,24.8871,0.0444906,gaia2,274.426922204813,-40.34219783958971,8.11916979314739,-79.3489937453249,17.067,0.08900000000000001,15.427,0.043,,,,,,,,,,,11.085999999999999,0.026000000000000002,10.514000000000001,0.024,10.276,0.019,AAA-222-111-000-0-0,,10.11,0.023,9.927999999999999,0.021,9.783999999999999,0.034,8.919,,14.0893,0.00046699999999999997,12.7523,0.00729629,cdwrf,cdwrf,3226.0,157.0,4.9466,0.00832978,,,0.281642,0.00840529,0.255817,0.0201385,11.4508,0.121998,DWARF,0.007740108000000001,0.001980225,40.1349,0.0722,,,78,0.0776098,,,0.01071073,,,,,,,,,,,,,,0.0721,0.0723,bj2018,,,cdwrf,15.7504,0.002874,12.8414,0.001097,1,,cdwrf,apassdr9,cooldwarfs_v8,2.1151527522791,1.5328993395817598,66.20180087634229,-63.03528908265229,0.0522866793753449,0.0451099884003867,1,0
935,17165,179315999,79.767482,-71.06783100000001,179315999,79.76749128665509,-71.0678412494253,0.0384592458302481,20190415,,,095-006959,05190419-7104042,,J051904.31-710403.8,4.651792839690242e+18,33589156.0,,STAR,tmgaia2,tmgaia2,43.2068,0.122178,41.6769,0.137919,gaia2,17.1423,0.0716318,gaia2,282.086723648549,-32.9952066940886,304.67401458625,-84.1853889517082,18.352,0.166,16.498,0.126,,,,,,,,,,,11.217,0.022000000000000002,10.655999999999999,0.026000000000000002,10.36,0.023,AAA-222-111-000-0-0,,10.212,0.024,9.991,0.02,9.769,0.034,9.072000000000001,,14.4893,0.000654,13.0583,0.007634,cdwrf,cdwrf,3115.0,157.0,4.85581,0.00140618,,,0.368785,0.011150499999999999,0.35587199999999997,0.0203522,7.09535,0.237554,DWARF,0.01153648,0.00304212,58.2387,0.2448,,,4023,0.11446010000000001,,,0.005315077,,,,,,,,,,,,,,0.2438,0.2458,bj2018,,,cdwrf,16.3121,0.009656,13.1657,0.0025670000000000003,1,,ucac4,bpbj,cooldwarfs_v8,2.32798186413318,2.13903679284711,79.7680646576109,-71.0676618080962,0.0627305617742095,0.0743428131926075,1,0
936,3558,150098542,91.68266899999999,-62.682611,150098542,91.6826459166819,-62.6826095781775,0.038478131679872,20190415,28964.0,8897-01066-1,137-007056,06064383-6240575,,J060643.92-624055.4,5.48093737565669e+18,29859474.0,,STAR,tmgaia2,tmgaia2,63.7015,0.055143700000000004,176.62099999999998,0.0617476,gaia2,35.313,0.0279187,gaia2,271.961891639406,-28.9667001242458,101.297734523157,-86.0557700531292,10.55,0.12300000000000001,9.4,0.03,,,,,,,,,,,7.385,0.02,6.832000000000001,0.033,6.707000000000001,0.021,AAA-111-111-000-0-0,,6.608,0.07400000000000001,6.65,0.022000000000000002,6.641,0.015,6.577000000000001,0.043,9.000160000000001,0.000528,8.3186,0.006,gbprp,spect,4738.0,102.085,4.7286,0.081617,-0.22,0.07,0.6239359999999999,0.0360679,0.76,0.0890772,3.12891,0.723639,DWARF,0.1767484,0.005482175,28.295,0.0225,,,190,0.0009375746,,,0.03668372,,,,0.07879,0.0993643,0.041952800000000005,0.030182900000000002,0.506571,0.940708,0.0591241,0.10411,0.00592376,0.00504059,0.0225,0.0225,bj2018,88.1543,116.015,spect,9.64065,0.0015300000000000001,8.27217,0.002451,1,,hipvmag,apassdr9,,1.00104155046005,0.957556330237886,91.68324356071341,-62.6818491279167,0.0241925017029476,0.0299511046508665,1,0
937,10799,55366779,77.265537,-63.941219,55366779,77.26551640854079,-63.94122470211661,0.0384945084732906,20190415,,8886-00138-1,131-005209,05090372-6356283,,J050903.70-635628.3,4.664331223581127e+18,,,STAR,tmgaia2,tmgaia2,-11.1364,0.0489909,-0.763582,0.0568471,gaia2,1.6486900000000002,0.027503899999999998,gaia2,273.871983007438,-35.3467751856866,20.2836531230172,-84.0744208374685,10.533,0.045,9.289,0.005,,,,,,,,,,,7.232,0.021,6.595,0.024,6.462999999999999,0.021,AAA-111-111-000-0-0,,6.391,0.086,6.445,0.023,6.415,0.015,6.3389999999999995,0.04,8.97505,0.000336,8.2839,0.006,rered,gaia2,4548.0,122.0,,,,,15.4889,,,,,,GIANT,,,596.183,9.8515,0.030220799999999996,8.1777e-05,0,,,,,8.24419e-05,8.11121e-05,schlegel,,,,,,,,,,,9.692,10.011000000000001,bj2018,,,dered,9.625580000000001,0.0012490000000000001,8.24197,0.00206,1,,tycho2v3,tycho2b3,,0.895502219869635,0.881624909835715,77.26540725952609,-63.9412279898024,0.0257140472910168,0.0295350068533778,0,0
940,5865,271972896,114.0256,-76.2585,271972896,114.025555214718,-76.2584987039866,0.0385813033719984,20190415,,,069-006605,07360613-7615306,,J073605.87-761528.2,5.213414995343426e+18,,,STAR,tmgaia2,tmgaia2,-89.9957,0.08549939999999999,217.388,0.126447,gaia2,23.7318,0.0512529,gaia2,288.18706160534697,-23.702777261311198,242.694149912404,-77.8293075846247,,,16.9,0.2,,,,,,,,,,,11.984000000000002,0.026000000000000002,11.349,0.022000000000000002,11.074000000000002,0.023,AAA-222-111-000-0-0,,10.901,0.023,10.713,0.02,10.572000000000001,0.054000000000000006,9.441,,15.2813,0.000575,13.8396,0.00750426,cdwrf,cdwrf,3067.0,157.0,5.03873,0.021355700000000002,,,0.214623,0.00651411,0.18366,0.0201024,18.5774,0.347889,DWARF,0.003671997,0.0009809508,42.0864,0.09145,,,149,0.001377793,,,0.006197923,,,,,,,,,,,,,,0.0912,0.0917,bj2018,,,cdwrf,17.2061,0.006312,13.9547,0.002148,1,,cdwrf,,cooldwarfs_v8,1.6853031438423502,1.96091355438328,114.023924000874,-76.25756273322591,0.0444087615104921,0.0621469440262751,1,0
941,9652,388129478,63.53633000000001,-66.822632,388129478,63.5363560578949,-66.822628817753,0.0386575085266989,20190415,,,116-003798,04140871-6649214,,J041408.68-664921.9,4.668845921400446e+18,,,STAR,tmgaia2,tmgaia2,-11.0203,0.048398000000000004,-38.4772,0.0613323,gaia2,5.7190900000000005,0.025879500000000003,gaia2,279.557162870529,-39.8777813637477,346.40710894022203,-79.6043412800747,,,12.940999999999999,0.08,,,,,,,,,,,11.125,0.026000000000000002,10.634,0.024,10.467,0.02,AAA-222-111-000-0-0,,10.454,0.023,10.527000000000001,0.021,10.445,0.061,9.244,0.534,12.67,0.00041,12.0331,0.006,rered,spect,4806.24,127.34200000000001,4.6438,0.0913168,0.00975761,0.0962447,0.696918,0.0496608,0.78,0.0858183,2.30436,0.59972,DWARF,0.233496,0.01052485,173.977,0.789,0.0181028,0.009958175,92,1.138003,,,0.0033090159999999997,0.0121623,0.00775405,schlegel,0.0840339,0.08760269999999999,0.0421291,0.05719249999999999,0.586962,0.612478,0.0993053,0.08332830000000001,0.0110462,0.0100035,0.7859999999999999,0.792,bj2018,125.53299999999999,129.151,spect,13.239,0.002003,11.9789,0.001399,1,,ucac4,,,0.8990059172903241,0.951072568627646,63.5362355013362,-66.8227944835215,0.0239193833745571,0.0283261795970898,1,0
942,22736,167342488,98.943013,-67.623133,167342488,98.94302264347219,-67.6231430966024,0.0386760297784597,20190415,,9177-00666-1,112-012080,06354632-6737232,,J063546.31-673723.3,5.280351923212632e+18,32464816.0,,STAR,tmgaia2,tmgaia2,-6.2755,0.0662765,-6.7119800000000005,0.0652055,gaia2,2.72305,0.027880000000000002,gaia2,277.840399534286,-26.409897902012897,201.05959235627898,-86.3640910270308,11.720999999999998,0.127,10.81,0.01,,,,,,,,,,,9.218,0.021,8.743,0.033,8.597999999999999,0.02,AAA-212-111-000-0-0,,8.582,0.023,8.658,0.02,8.577,0.02,8.644,0.14,10.6125,0.000302,10.0387,0.006,rered,spect,4847.2,79.0,,,-0.56,0.09,3.7475,,,,,,GIANT,,,363.416,3.7105,0.034498900000000006,,0,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,11.1079,0.00144,9.990839999999999,0.000749,1,,tycho2v3,tycho2b3,,1.2367436265236,1.01105196477975,98.9429516696499,-67.62317199542089,0.0293690687502776,0.0272286782166511,0,0
950,2165,38585033,63.79764399999999,-62.070254000000006,38585033,63.79766575376679,-62.07025773798411,0.039071632771124,20190415,,,140-003897,04151142-6204129,,J041511.54-620412.5,4.67675127256552e+18,29806988.0,,STAR,tmgaia2,tmgaia2,74.4444,3.5021,26.4424,3.5021699999999996,hsoy,,,,273.769143868654,-41.725299152954,9.371869340647699,-77.9004354346418,17.605,0.162,16.335,0.275,,,,,,,,,,,12.254000000000001,0.026000000000000002,11.65,0.023,11.427,0.023,AAA-222-111-000-0-0,,11.284,0.024,11.138,0.022000000000000002,11.001,0.071,9.597999999999999,,14.9665,0.000571,13.7423,0.00728125,cdwrf,cdwrf,3419.0,157.0,4.76221,0.0114931,,,0.47177700000000006,0.0180128,0.469483,0.0234241,4.47105,0.289586,DWARF,0.02740089,0.007169799,,,,,69,0.121496,,,0.002073149,,,,,,,,,,,,,,,,,,,cdwrf,16.324,0.0034240000000000004,13.8007,0.0009630000000000001,0,,ucac4,bpbj,cooldwarfs_v8,63.362337515087205,54.2841533006376,63.798350067094,-62.0701438904521,0.24636362625473202,0.23721457353832098,1,0
954,4970,350715528,88.39970600000001,-57.315391000000005,350715528,88.3997127600016,-57.3154012358899,0.0391225050722023,20190415,,,164-006650,05533592-5718554,,J055335.94-571855.2,4.765609679153016e+18,27271231.0,,STAR,tmgaia2,tmgaia2,19.3321,0.0487471,15.2829,0.0434769,gaia2,4.27722,0.023371799999999998,gaia2,265.678673808109,-30.250988582118502,84.6311708454993,-80.7248531436459,13.511,0.015,12.536,0.069,,,,,,,,,,,10.889000000000001,0.023,10.422,0.027999999999999997,10.305,0.023,AAA-222-111-000-0-0,,10.23,0.023,10.295,0.02,10.2,0.049,8.809,,12.3165,0.000182,11.716,0.006,rered,spect,4946.29,133.355,4.28985,0.0942511,-0.00434439,0.1,1.06746,0.0747136,0.81,0.09849,0.665934,0.187407,DWARF,0.614491,0.02650795,232.233,1.27,0.058150400000000005,0.00985061,79,0.01301457,,,0.002492588,0.0100461,0.00965512,schlegel,0.114408,0.082572,0.0683322,0.081095,0.160625,0.214189,0.0976319,0.0908703,0.029807900000000002,0.023208000000000003,1.263,1.2770000000000001,bj2018,142.209,124.501,spect,12.8383,0.0008849999999999999,11.6661,0.0011619999999999998,1,,ucac4,apassdr9,,0.861319031473628,0.674285813225182,88.39986689566419,-57.3153354346086,0.0211553981935165,0.0230433860780551,1,0
958,1644,300443382,111.760645,-70.203159,300443382,111.760629156775,-70.2031494782658,0.0393465499295705,20190415,36175.0,9183-00711-1,099-016197,07270255-7012113,,,5.26758027102252e+18,33645411.0,,STAR,tmgaia2,tmgaia2,123.932,0.052807799999999995,-237.74099999999999,0.047422000000000006,gaia2,13.4776,0.0232583,gaia2,281.700888147657,-22.4821179036469,214.30640788933,-81.2568871209176,11.437999999999999,0.023,10.52,0.03,,,,,,,,,,,8.824,0.026000000000000002,8.328,0.038,8.222000000000001,0.018000000000000002,AAA-111-111-000-0-0,,,,,,,,,,10.2601,0.000395,9.6781,0.006,gbprp,spect,4972.71,110.835,4.54047,0.0809944,0.170958,0.0457858,0.80483,0.0453668,0.82,0.0963444,1.5729,0.363808,DWARF,0.35684140000000003,0.009405955,74.0385,0.12845,,,165,0.04572039,,,0.01389942,,,,0.101066,0.0916229,0.0357281,0.05500549999999999,0.44173100000000004,0.285885,0.09497330000000001,0.06701560000000001,0.00969763,0.00911428,0.1282,0.1287,bj2018,95.4481,126.22200000000001,spect,10.7712,0.00123,9.63152,0.001592,1,,hipvmag,apassdr9,,1.00072340540795,0.735481551495735,111.76220464491101,-70.2041730922129,0.0221005508066715,0.0254527190998147,1,0
962,6094,231742691,78.07507700000001,-67.094887,231742691,78.0751050593947,-67.094887839352,0.0394311479678295,20190415,24245.0,8890-00959-1,115-006642,05121801-6705415,,J051218.00-670541.4,4.661930749213526e+18,32439497.0,,STAR,tmgaia2,tmgaia2,-11.3575,0.0429628,12.0662,0.0480701,gaia2,2.52609,0.021908700000000003,gaia2,277.56910252939997,-34.418788486898606,348.044284402694,-85.28470933374821,10.465,0.055,9.41,0.03,,,,,,,,,,,7.546,0.02,7.111000000000001,0.057,6.9270000000000005,0.023,AAA-111-111-000-0-0,,6.824,0.063,6.916,0.02,6.865,0.015,6.797999999999999,0.048,9.11665,0.000129,8.4836,0.0061,rered,spect,4805.9,55.0,,,-0.5,0.08,13.2931,,,,,,GIANT,,,391.411,3.3819999999999997,0.41805,,0,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,9.67572,0.0007830000000000001,8.45167,0.0010949999999999998,1,,hipvmag,tycho2b3,,0.7992984655405121,0.745529270996352,78.0749794181405,-67.0948358877065,0.0212244756596963,0.0256890428286158,0,0
964,10467,348996104,107.02079099999999,-62.820522,348996104,107.02076702206,-62.820521750866,0.0394396578424777,20190415,,8912-01860-1,136-009891,07080498-6249138,,J070804.97-624913.7,5.2859547595902e+18,29903168.0,,STAR,tmgaia2,tmgaia2,-8.58907,0.0582991,11.9693,0.0529235,gaia2,1.27704,0.0287199,gaia2,273.480744852899,-22.0944579340347,160.680132017116,-81.8545413055303,10.98,0.049,9.479,0.009000000000000001,,,,,,,,,,,6.926,0.028999999999999998,6.186,0.051,5.94,0.02,AAA-111-111-000-0-0,,5.872000000000001,0.14300000000000002,5.902,0.045,5.869,0.013999999999999999,5.763,0.03,8.98783,0.000341,8.1649,0.006,rered,gaia2,4242.0,122.0,,,,,26.5195,,,,,,GIANT,,,766.0010000000001,16.985,0.0981438,0.0005339969999999999,0,,,,,0.000536351,0.000531643,schlegel,,,,,,,,,,,16.615,17.355,bj2018,,,dered,9.81829,0.001782,8.13275,0.00168,1,,tycho2v3,tycho2b3,,1.05916927101438,0.820807336613577,107.02068606236,-62.82047021640351,0.028184422189547,0.0284467060590799,0,0
