,Column0,target_name,RA,DEC,MatchID,MatchRa,MatchDEC,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag
766,745,55746237,74.8783,-61.0227,55746237,74.8783009352073,-61.0226909127345,0.0327547914128134,20190415,,,145-004934,04593079-6101221,,,4.761539626408337e+18,,,STAR,tmgaia2,tmgaia2,51.3543,0.110729,327.236,0.100704,gaia2,25.8506,0.0493654,gaia2,270.561644678553,-36.9555502846685,32.6935271358551,-81.3630122856781,,,17.07,0.2,,,,,,,,,,,12.290999999999999,0.023,11.741,0.026000000000000002,11.425999999999998,0.025,AAA-222-111-000-0-0,,,,,,,,,,15.4245,0.000529,14.0062,0.00752373,cdwrf,cdwrf,3088.0,157.0,5.11574,0.034411000000000004,,,0.173914,0.00530291,0.143993,0.020061700000000002,27.374000000000002,1.32338,DWARF,0.002477838,0.0006591358999999999,38.6408,0.07425,,,84,0.0027468370000000002,,,0.00796544,,,,,,,,,,,,,,0.0741,0.0744,bj2018,,,cdwrf,17.3226,0.00848,14.1177,0.002183,1,,cdwrf,,cooldwarfs_v8,1.99279091631679,1.5617021027204099,74.8787573347664,-61.0212819807159,0.0508561519371343,0.049670775082976,1,0
769,1868,364326480,101.75943000000001,-62.458408999999996,364326480,101.759429670079,-62.45841813120521,0.0328769259685567,20190415,,8899-01080-1,138-008636,06470226-6227302,,J064702.27-622729.9,5.478698215928774e+18,29886050.0,,STAR,tmgaia2,tmgaia2,2.7612400000000004,0.0546922,21.24,0.0394798,gaia2,9.92435,0.0220945,gaia2,272.43962423630296,-24.3437530451933,146.390428447098,-83.50290284027291,12.075999999999999,0.17600000000000002,11.082,0.015,,,,,,,,,,,9.456,0.024,9.029,0.025,8.908999999999999,0.019,AAA-222-111-000-0-0,,8.802999999999999,0.022000000000000002,8.861,0.02,8.816,0.023,8.638,0.26,10.8054,0.000341,10.2268,0.006,rered,spect,4968.45,130.18200000000002,4.46459,0.0881078,0.27670900000000004,0.0810995,0.8783040000000001,0.059562800000000006,0.82,0.09649769999999999,1.2102600000000001,0.311359,DWARF,0.4235145,0.016631299999999998,100.47,0.225,0.0247753,0.00997098,133,0.038832099999999994,,,0.00881914,0.010482700000000001,0.00945926,schlegel,0.0816684,0.111327,0.0463467,0.0727789,0.318236,0.304483,0.0880977,0.0881179,0.018970400000000002,0.0142922,0.225,0.225,bj2018,148.559,111.805,spect,11.3083,0.001638,10.1797,0.00091,1,,tycho2v3,tycho2b3,,0.991673579396721,0.612332847035264,101.759455381308,-62.4583266812068,0.0241472597579742,0.0220169474882853,1,0
776,3506,167814740,104.994881,-61.481137,167814740,104.99489436265301,-61.481130332820705,0.0332206745084262,20190415,,,143-009024,06595877-6128521,,J065958.76-612851.4,5.479207809506315e+18,29896079.0,,STAR,tmgaia2,tmgaia2,-0.147428,3.0889599999999997,76.1753,3.0891,hsoy,,,,271.80575270902597,-22.632656717062698,149.20558264528,-81.7317943412239,17.205,,15.963,0.195,,,,,,,,,,,11.511,0.026000000000000002,10.927999999999999,0.027000000000000003,10.674000000000001,0.025,AAA-222-111-000-0-0,,10.485999999999999,0.024,10.325,0.02,10.115,0.04,9.471,0.467,14.6237,0.001092,13.2431,0.011202799999999999,cdwrf,cdwrf,3283.0,157.0,4.7169,0.0110558,,,0.523505,0.0175808,0.520799,0.0217225,3.63001,0.214662,DWARF,0.02868269,0.007458357,,,,,142,0.02358221,,,0.0027985059999999997,,,,,,,,,,,,,,,,,,,cdwrf,16.114,0.010839,13.3227,0.009226,0,,ucac4,apassdr9,cooldwarfs_v8,55.7134903998032,47.8816466021569,104.99489303317,-61.48080235606871,0.18705605991209,0.23902349538787498,1,0
779,7391,309703910,79.7375,-64.0572,309703910,79.7375211418365,-64.0572000846022,0.033297778866697,20190415,,,130-005630,05185700-6403259,,,4.664183476708712e+18,29834089.0,,STAR,tmgaia2,tmgaia2,-34.1295,0.0393858,-300.41,0.0465405,gaia2,19.6332,0.0204601,gaia2,273.802369224037,-34.2584709892567,25.550525765637303,-85.0441833807114,14.732999999999999,0.022000000000000002,13.24,0.044000000000000004,,,,,,,,,,,10.006,0.024,9.404,0.022000000000000002,9.17,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.3984,0.00040599999999999995,11.3295,0.00731811,cdwrf,cdwrf,3646.0,157.0,4.7366,0.008140699999999999,,,0.500922,0.014878299999999999,0.49896599999999997,0.020285,3.96973,0.192525,DWARF,0.0399486,0.009299233,50.8592,0.0533,,,906,0.08638797,,,0.009795363,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.5178,0.002519,11.3607,0.001261,1,,cdwrf,apassdr9,cooldwarfs_v8,0.7203375799077549,0.721792277210095,79.7371852439821,-64.0584935169097,0.0187113981075088,0.0244588071064748,1,0
780,48267,382200069,81.604692,-55.385874,382200069,81.60467805991179,-55.385869201538,0.0333325394550412,20190415,,,174-006121,05262512-5523091,,J052625.19-552308.4,4.769902855447398e+18,27253349.0,,STAR,tmgaia2,tmgaia2,59.1157,0.0518274,59.471000000000004,0.041293,gaia2,17.0399,0.0220049,gaia2,263.270946077904,-33.955217702807104,66.2199984651879,-78.13061993146499,14.34,0.053,12.799000000000001,0.069,,,,,,,,,,,9.856,0.022000000000000002,9.212,0.024,9.025,0.023,AAA-222-111-000-0-0,,8.908,0.023,8.899,0.02,8.824,0.023,8.825,0.251,12.1033,0.00021099999999999998,11.1166,0.00736104,cdwrf,cdwrf,3804.0,157.0,4.670030000000001,0.010374600000000001,,,0.577854,0.0172004,0.5696319999999999,0.0203051,2.9521599999999997,0.158609,DWARF,0.06299310000000001,0.01421488,58.5863,0.0761,,,68,0.0004399217,,,0.009406125,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.0954,0.002403,11.1328,0.001526,1,,ucac4,apassdr9,cooldwarfs_v8,0.9076067518438029,0.640365928845943,81.6051261320779,-55.3856131466613,0.0255092046469582,0.0203813911320301,1,0
783,14863,300808454,116.56271100000001,-66.986412,300808454,116.562687295144,-66.9864116582945,0.0333853101489351,20190415,,,116-015635,07461505-6659110,,J074615.00-665910.6,5.274984966441396e+18,32484311.0,,STAR,tmgaia2,tmgaia2,-26.3205,0.0419993,37.4577,0.0406689,gaia2,11.4003,0.0212975,gaia2,279.137218520998,-19.710547763959102,194.524090729683,-79.59558273330029,15.440999999999999,0.027000000000000003,13.844000000000001,0.114,,,,,,,,,,,10.955,0.023,10.360999999999999,0.022000000000000002,10.173,0.023,AAA-222-111-000-0-0,,10.021,0.023,9.966000000000001,0.02,9.857999999999999,0.028999999999999998,9.58,0.42,13.2283,0.000517,12.2367,0.00732849,cdwrf,cdwrf,3798.0,157.0,4.71134,0.00915241,,,0.529895,0.0158113,0.526812,0.020335699999999998,3.5406800000000005,0.180481,DWARF,0.05263737,0.011899700000000001,87.4949,0.1643,,,189,0.01676533,,,0.005180082,,,,,,,,,,,,,,0.16399999999999998,0.1646,bj2018,,,cdwrf,14.2223,0.001609,12.2528,0.001338,1,,ucac4,apassdr9,cooldwarfs_v8,0.7808841282187741,0.630759527888215,116.562397425487,-66.9862503823487,0.0207857493533963,0.0222222778886819,1,0
786,22118,348896748,106.107421,-65.26368599999999,348896748,106.107412226563,-65.2636945690408,0.0335604253029971,20190415,,,124-011032,07042578-6515492,,J070425.71-651548.6,5.282512360483225e+18,31813807.0,,STAR,tmgaia2,tmgaia2,-34.3727,0.05220790000000001,66.5865,0.0499073,gaia2,9.36987,0.024297,gaia2,275.909721384803,-23.144083061746002,176.272060030834,-83.3191627257558,14.464,0.057,13.12,0.046,,,,,,,,,,,10.642000000000001,0.021,9.992,0.023,9.847999999999999,0.02,AAA-222-111-000-0-0,,9.749,0.023,9.812999999999999,0.02,9.713,0.038,8.902000000000001,,12.6574,0.000276,11.8276,0.006,rered,spect,4265.0,176.122,4.68594,0.140578,,,0.615323,0.0779096,0.67,0.0894739,2.87584,1.22469,DWARF,0.11286969999999999,0.01074415,106.397,0.27699999999999997,0.032057499999999996,0.01008966,131,0.12114160000000002,,,0.005156564000000001,0.00869981,0.0114795,schlegel,0.0748338,0.10411400000000001,0.0763548,0.0794643,0.870909,1.5784799999999999,0.167676,0.113481,0.010463,0.011025299999999998,0.276,0.278,bj2018,176.315,175.928,spect,13.4999,0.0010119999999999999,11.7704,0.000664,1,,ucac4,apassdr9,,0.9611695483707641,0.7739841557775229,106.107058549505,-65.2634078775783,0.0229332537510976,0.0255250143334499,1,0
802,12480,141185142,81.4398,-74.4239,141185142,81.4398308146885,-74.4238954417571,0.0340084035814548,20190415,,,078-005494,05254550-7425263,,,4.649547357748828e+18,33592370.0,,STAR,tmgaia2,tmgaia2,279.48400000000004,0.0484207,309.218,0.052354700000000004,gaia2,22.2746,0.026755599999999997,gaia2,285.83276838113096,-31.7700475716929,285.981893047828,-81.6532761356588,14.914000000000001,0.037000000000000005,13.457,0.017,,,,,,,,,,,10.031,0.025,9.422,0.021,9.211,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.5122,0.00035299999999999996,11.397,0.00736079,cdwrf,cdwrf,3568.0,157.0,4.78025,0.00617976,,,0.45142600000000005,0.0134369,0.44807600000000003,0.0202925,4.87071,0.21446300000000001,DWARF,0.0297555,0.0070439809999999995,44.8359,0.0542,,,573,0.1302419,,,0.01092599,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.7073,0.001715,11.437000000000001,0.001531,1,,cdwrf,apassdr9,cooldwarfs_v8,0.942699675413313,0.811892012782878,81.4443122028114,-74.4225641318517,0.0245849421782441,0.0252958468134672,1,0
806,8116,41110118,91.123988,-70.952951,41110118,91.1239712190502,-70.9529432616839,0.034128337486701,20190415,,,096-011305,06042975-7057106,,J060429.79-705710.1,5.278581395956992e+18,33609427.0,,STAR,tmgaia2,tmgaia2,18.9166,2.84776,42.3911,2.84781,hsoy,,,,281.428045980706,-29.34672355862,265.22536131947703,-85.5891281111452,14.103,0.019,12.876,0.08,,,,,,,,,,,10.757,0.023,10.184,0.03,10.041,0.025,AAA-222-111-000-0-0,,9.977,0.023,10.048,0.02,9.976,0.033,9.347999999999999,,12.5142,0.000377,11.7897,0.006,gbprp,splin,4542.0,175.0,,,,,0.74462,0.0842794,,,,,DWARF,,,,,,,922,0.07894557,,,0.003944439,,,,,,,,,,,,,,,,,,,dered,13.2017,0.001263,11.7289,0.0010789999999999999,0,,ucac4,apassdr9,,54.2145623298577,44.144713488399404,91.1242207910496,-70.952760744614,0.598303583796363,0.56832425590403,1,0
810,2321,38763021,67.31914,-60.268243999999996,38763021,67.3191592390973,-60.2682440968919,0.0343509494251679,20190415,,8869-02328-1,149-004214,04291659-6016057,,J042916.65-601605.0,4.678682049342924e+18,29812127.0,,STAR,tmgaia2,tmgaia2,37.4394,0.0395834,64.906,0.0459004,gaia2,2.98787,0.0237849,gaia2,270.75412777442904,-40.731908431270206,21.262891430026897,-78.1586753289302,10.645999999999999,0.052000000000000005,9.478,0.005,,,,,,,,,,,7.566,0.023,6.986000000000001,0.033,6.852,0.026000000000000002,AAA-111-111-000-0-0,,6.776,0.065,6.864,0.02,6.795,0.015,6.725,0.046,9.19191,0.000252,8.5349,0.006,rered,gaia2,4637.0,122.0,,,,,7.229189999999999,,,,,,GIANT,,,331.496,2.6335,0.0139975,3.75119e-05,0,,,,,3.7500100000000004e-05,3.75237e-05,schlegel,,,,,,,,,,,2.613,2.654,bj2018,,,dered,9.79952,0.001704,8.492289999999999,0.0022530000000000002,1,,tycho2v3,tycho2b3,,0.7097900083305909,0.711785384107658,67.3194842731925,-60.2679646408978,0.0229827161569532,0.0216450574230205,0,0
811,11906,407662670,83.1727,-74.0995,407662670,83.1726820407025,-74.09949180553741,0.0344093426650273,20190415,,,080-006293,05324147-7405580,,J053241.68-740556.5,4.650323067490886e+18,33596240.0,,STAR,tmgaia2,tmgaia2,96.6693,0.0367292,163.38,0.039072699999999995,gaia2,10.4726,0.0200664,gaia2,285.345685646795,-31.3777232175292,283.761624574262,-82.130939473134,15.805,0.057,14.318,0.031,,,,,,,,,,,11.255,0.022000000000000002,10.638,0.023,10.434000000000001,0.022000000000000002,AAA-222-111-000-0-0,,10.285,0.023,10.216000000000001,0.02,9.982000000000001,0.038,9.021,0.273,13.540999999999999,0.000388,12.5203,0.00728161,cdwrf,cdwrf,3746.0,157.0,4.72256,0.00872064,,,0.516995,0.0153958,0.514598,0.0203142,3.72399,0.185888,DWARF,0.04741748,0.01082425,95.2241,0.1833,,,771,0.1158672,,,0.004580288,,,,,,,,,,,,,,0.183,0.1836,bj2018,,,cdwrf,14.5698,0.002144,12.5409,0.0009880000000000002,1,,cdwrf,apassdr9,cooldwarfs_v8,0.71353112970434,0.6059195670003029,83.17420125253159,-74.0987883691719,0.0178524387151581,0.0188318940341135,1,0
812,24361,306933992,122.807854,-69.260841,306933992,122.807827295951,-69.2608394354705,0.0345053929712712,20190415,,9193-01410-1,104-021940,08111388-6915390,,J081113.87-691538.8,5.270157629357657e+18,32022888.0,,STAR,tmgaia2,tmgaia2,-1.6697,0.0470052,7.365589999999999,0.040401400000000004,gaia2,0.680776,0.021058700000000003,gaia2,282.37081800607797,-18.5972567789793,207.27673858554502,-77.53334080511841,11.965,0.136,10.477,0.025,,,,,,,,,,,6.86,0.019,5.985,0.026000000000000002,5.7010000000000005,0.016,AAA-111-111-00d-0-0,,5.64,0.157,5.675,0.05,5.611000000000001,0.015,5.459,0.027999999999999997,9.55113,0.000924,8.4938,0.0061,rered,gaia2,3754.0,122.0,,,,,59.0377,,,,,,GIANT,,,1409.18,42.14,0.13773,0.0003979075,0,,,,,0.000407956,0.000387859,schlegel,,,,,,,,,,,40.9,43.38,bj2018,,,dered,10.8033,0.0028829999999999997,8.48511,0.001605,1,,tycho2v3,tycho2b3,,0.8857131566554279,0.626553368784765,122.807806994625,-69.2608077225145,0.0215175614681742,0.0203839737207348,0,0
818,8493,260267074,93.986648,-58.000915,260267074,93.98663294574699,-58.0009095666739,0.0347467913344147,20190415,,8542-00013-1,160-007408,06155679-5800032,,J061556.79-580002.7,5.494877946145136e+18,27288620.0,,STAR,tmgaia2,tmgaia2,0.361227,0.055936400000000004,47.7815,0.0437228,gaia2,2.1672700000000003,0.023547099999999998,gaia2,266.81310383841,-27.3511161528135,104.008781612487,-81.2460392768843,10.277000000000001,0.04,9.187000000000001,0.004,,,,,,,,,,,7.452999999999999,0.024,6.928999999999999,0.034,6.812,0.031,AAA-111-111-000-0-0,,6.752000000000001,0.07200000000000001,6.81,0.021,6.732,0.015,6.626,0.059000000000000004,8.96983,0.000303,8.3565,0.006,rered,gaia2,4875.0,122.0,,,,,9.801160000000001,,,,,,GIANT,,,455.37800000000004,4.9205,0.0300883,0.0001204845,0,,,,,0.00012033,0.000120639,schlegel,,,,,,,,,,,4.868,4.973,bj2018,,,dered,9.5191,0.0012109999999999998,8.31438,0.001698,1,,tycho2v3,tycho2b3,,0.9915731208174909,0.678072867183027,93.9866358807648,-58.0007038407695,0.0229450826759064,0.022381126831562,0,0
820,1338,260193336,93.282187,-58.228947999999995,260193336,93.2821998374222,-58.228954904655104,0.0347845683748181,20190415,,,159-007194,06130772-5813442,,J061307.73-581343.0,5.494868462857558e+18,27286226.0,,STAR,tmgaia2,tmgaia2,3.9235,0.0730647,107.665,0.0880329,gaia2,17.5385,0.0460439,gaia2,267.011295664835,-27.750589836682895,101.814907023102,-81.5334745506452,17.340999999999998,0.16699999999999998,15.925,0.069,,,,,,,,,,,11.578,0.026000000000000002,11.003,0.023,10.735,0.021,AAA-222-111-000-0-0,,10.58,0.023,10.429,0.02,10.261,0.049,9.298,,14.4425,0.0006190000000000001,13.1701,0.00737185,cdwrf,cdwrf,3324.0,157.0,4.9089,0.00377576,,,0.315573,0.00947605,0.29446100000000003,0.0202177,9.369760000000001,0.199793,DWARF,0.01095313,0.0027424629999999997,56.9239,0.1503,,,108,0.004669647,,,0.006345194,,,,,,,,,,,,,,0.1499,0.1507,bj2018,,,cdwrf,15.9514,0.002725,13.2433,0.001583,1,,ucac4,bpbj,cooldwarfs_v8,1.2967870304875302,1.36534945800085,93.28223192100408,-58.2284913470164,0.0360019080441198,0.0478721089385244,1,0
830,10494,167600516,102.021575,-65.62370899999999,167600516,102.02157483171801,-65.6237187332404,0.0350405574679256,20190415,,8903-00103-1,122-010559,06480517-6537252,,J064805.14-653726.7,5.285060409961262e+18,32466891.0,,STAR,tmgaia2,tmgaia2,-19.0987,0.044655099999999996,-124.999,0.0375297,gaia2,14.3875,0.019333700000000002,gaia2,275.873464101068,-24.879202717587,174.65114311095797,-85.04697752675409,12.922,0.331,11.863,0.03,,,,,,,,,,,9.669,0.023,9.033,0.026000000000000002,8.883,0.023,AAA-222-111-000-0-0,,8.814,0.023,8.881,0.02,8.841000000000001,0.022000000000000002,9.186,0.331,11.4383,0.001006,10.6925,0.0061,gbprp,spect,4316.7,118.541,4.636880000000001,0.0996187,,,0.651075,0.054108,0.67,0.084638,2.42762,0.727735,DWARF,0.13260639999999999,0.007688365,69.3653,0.0937,,,167,0.01187687,,,0.01029746,,,,0.0886741,0.08060189999999999,0.053174900000000004,0.05504119999999999,0.5180819999999999,0.9373879999999999,0.0980163,0.101221,0.00859735,0.00677938,0.0936,0.0938,bj2018,120.374,116.708,spect,12.177,0.000771,10.6512,0.00048499999999999997,1,,tycho2v3,tycho2b3,,0.8237924486961751,0.58202817064193,102.021375594851,-65.62425692350911,0.0199902472458754,0.0192317478058939,1,0
834,19398,364393829,116.516043,-63.581127,364393829,116.516041078789,-63.5811172647604,0.0351817045783723,20190415,,,133-012116,07460385-6334520,,J074603.73-633450.5,5.288123408838519e+18,,,STAR,tmgaia2,tmgaia2,-70.1041,0.0774355,134.435,0.07538339999999999,gaia2,14.0648,0.0354046,gaia2,275.83341079388,-18.3530324598425,177.394288495241,-78.5306256719903,17.156,0.16399999999999998,15.216,0.126,,,,,,,,,,,11.151,0.023,10.54,0.023,10.247,0.02,AAA-222-111-000-0-0,,10.123,0.023,10.054,0.021,9.956,0.039,9.12,,13.9147,0.000425,12.6999,0.007290100000000001,cdwrf,cdwrf,3409.0,157.0,4.78554,0.00588469,,,0.44548699999999997,0.0132484,0.441713,0.0202806,4.99615,0.21644899999999997,DWARF,0.02414753,0.005916332,70.9541,0.17955,,,200,0.1713229,,,0.005352986999999999,,,,,,,,,,,,,,0.1791,0.18,bj2018,,,cdwrf,15.3044,0.0024760000000000003,12.7605,0.0010539999999999998,1,,ucac4,bpbj,cooldwarfs_v8,1.41249332092221,1.16897903891147,116.515362686994,-63.58053844899489,0.0338004805217936,0.0354069234909453,1,0
836,5600,278727563,99.35255699999999,-57.958672,278727563,99.35254092926759,-57.9586671803512,0.0352583244296671,20190415,,8543-00780-1,161-008306,06372461-5757312,,J063724.67-575731.3,5.484358196845989e+18,27307843.0,,STAR,tmgaia2,tmgaia2,48.3352,0.0637475,-19.6152,0.08727330000000001,gaia2,13.1154,0.030294599999999998,gaia2,267.330623898212,-24.5447549256683,121.06837951683701,-80.38274844615809,12.118,0.212,11.073,0.019,,,,,,,,,,,9.519,0.023,9.02,0.049,8.892000000000001,0.021,AAA-212-111-000-0-0,,8.802,0.023,8.856,0.02,8.79,0.023,8.796,0.27399999999999997,11.0202,0.000515,10.3961,0.006,gbprp,gaia2,4736.0,126.43700000000001,4.67638,0.0933658,,,0.662601,0.0481783,0.76,0.09274099999999999,2.61251,0.71888,DWARF,0.1989963,0.007829355,76.0786,0.17665,,,117,0.00538311,,,0.01231948,,,,0.075971,0.10951099999999998,0.0400673,0.0562894,0.6675760000000001,0.770185,0.0996069,0.0871247,0.00673912,0.00891959,0.1763,0.177,bj2018,144.059,108.815,dered0,11.5801,0.001258,10.3457,0.00156,1,,tycho2v3,tycho2b3,,1.12985771065422,1.3530866041942502,99.35293319650299,-57.9587516352891,0.0281397697630592,0.0307939431237587,1,0
850,6233,150321663,95.5407,-61.6028,150321663,95.54071831016621,-61.602795302129095,0.035619769674884,20190415,,,,06220976-6136102,,J062209.86-613608.4,5.481454386639299e+18,,,STAR,tmgaia2,tmgaia2,61.0176,0.144544,149.857,0.18116300000000002,gaia2,20.004,0.0710449,gaia2,270.94500655057203,-27.067194398011303,118.55313496278299,-84.48708654706141,19.373,0.162,17.95,0.2,,,,,,,,,,,12.847999999999999,0.027000000000000003,12.284,0.027999999999999997,11.997,0.027000000000000003,AAA-222-111-000-0-0,,11.808,0.023,11.610999999999999,0.021,11.41,0.096,9.691,,16.195,0.001016,14.728,0.00774819,cdwrf,cdwrf,3022.0,157.0,5.11792,0.0345467,,,0.172923,0.00533239,0.143073,0.0200743,27.6694,1.33661,DWARF,0.002246871,0.0006094439,49.9187,0.17835,,,130,0.01368137,,,0.004303976,,,,,,,,,,,,,,0.1777,0.179,bj2018,,,cdwrf,18.2066,0.020203,14.8507,0.002597,1,,cdwrf,bpbj,cooldwarfs_v8,2.60913317593306,2.80910422602763,95.5412707176573,-61.602150085599,0.064396368909263,0.0778057066289442,1,0
851,14018,350559969,86.47128599999999,-56.921041,350559969,86.47129692856701,-56.92104890028279,0.0356368537027075,20190415,,,166-006490,05455310-5655157,,J054553.10-565515.2,4.765775224372724e+18,27265879.0,,STAR,tmgaia2,tmgaia2,-0.105024,0.050783499999999995,54.3543,0.048534,gaia2,9.043389999999999,0.0238732,gaia2,265.151386072635,-31.273841299151698,78.5933705703846,-80.220497786021,14.944,0.040999999999999995,13.533,0.08,,,,,,,,,,,10.92,0.026000000000000002,10.238,0.022000000000000002,10.067,0.027000000000000003,AAA-222-111-000-0-0,,9.977,0.023,10.007,0.02,9.904,0.035,9.176,,12.9583,0.00043799999999999997,12.1065,0.006,rered,gaia2,4008.0,125.164,4.57779,0.11995,,,0.675788,0.06833919999999999,0.63,0.0811192,2.0413099999999997,0.750196,DWARF,0.10617599999999999,0.00903849,110.226,0.2925,0.029391900000000006,0.009891165,78,0.01314216,,,0.003862117,0.0117011,0.00808123,schlegel,0.0797728,0.08246569999999999,0.0740869,0.0625915,0.555724,0.944667,0.130868,0.10903199999999999,0.00856737,0.00950961,0.292,0.293,bj2018,115.7,134.628,dered,13.8373,0.0020050000000000003,12.0476,0.001231,1,,ucac4,apassdr9,,0.8956153398664741,0.752627000727237,86.471296100074,-56.9208148748226,0.0217837043225568,0.0229503266790667,1,0
852,20854,55368744,77.429918,-60.366533,55368744,77.4299352787093,-60.3665380253076,0.0356825703765151,20190415,,,149-005124,05094317-6021595,,J050943.24-602158.6,4.761232695162011e+18,29829680.0,,STAR,tmgaia2,tmgaia2,44.8165,0.15529,84.5634,0.18043900000000002,gaia2,7.12397,0.0848539,gaia2,269.514422274259,-35.8244457241184,42.0392253507706,-81.6690322819254,13.734000000000002,0.03,12.763,0.092,,,,,,,,,,,10.779000000000002,0.027000000000000003,10.265999999999998,0.024,10.115,0.024,AAA-222-111-000-0-0,,10.07,0.023,10.097000000000001,0.02,10.007,0.036000000000000004,9.385,0.315,12.4067,0.000199,11.7509,0.006,rered,gaia2,4637.0,119.73100000000001,4.62706,0.09296389999999999,,,0.6920189999999999,0.0496935,0.74,0.090306,2.23294,0.602262,DWARF,0.19947079999999998,0.01004571,139.836,1.672,0.0118762,0.009867475,64,0.008440290999999999,,,0.0046375620000000005,0.00906075,0.0106742,schlegel,0.069448,0.11116400000000001,0.0411673,0.0582196,0.5807720000000001,0.623753,0.0869951,0.0989326,0.00762451,0.0124669,1.653,1.6909999999999998,bj2018,106.978,132.485,dered,13.0006,0.0016899999999999999,11.6956,0.0009310000000000001,1,,ucac4,apassdr9,,2.78548298857238,2.79837052176328,77.4303255306936,-60.3661739334591,0.0735813653769704,0.0936064413032054,1,0
854,23454,350712871,88.132458,-59.484479,350712871,88.1324488455156,-59.484487764434604,0.0357149801503462,20190415,,,153-006566,05523178-5929041,,J055231.84-592903.2,4.764908774850829e+18,27270504.0,,STAR,tmgaia2,tmgaia2,40.3199,0.0421555,84.1225,0.0470777,gaia2,16.2242,0.0216528,gaia2,268.180181154882,-30.511307727881604,82.3341995893325,-82.8740452188504,15.704,0.02,14.21,0.13699999999999998,,,,,,,,,,,10.657,0.023,10.068999999999999,0.022000000000000002,9.818999999999999,0.019,AAA-222-111-000-0-0,,9.701,0.023,9.606,0.02,9.427999999999999,0.027000000000000003,8.882,,13.2031,0.00040199999999999996,12.0751,0.00734136,cdwrf,cdwrf,3553.0,157.0,4.76947,0.00663562,,,0.46356499999999995,0.013722799999999999,0.460922,0.0202416,4.6269599999999995,0.20784899999999998,DWARF,0.03085296,0.007316832,61.5264,0.0826,,,89,0.002595108,,,0.006900534,,,,,,,,,,,,,,0.0825,0.0827,bj2018,,,cdwrf,14.4091,0.00209,12.1164,0.0014140000000000001,1,,ucac4,apassdr9,cooldwarfs_v8,0.7527819926590329,0.7301000537575659,88.1327907306536,-59.4841255707806,0.0188939843868979,0.0240343522458746,1,0
868,7720,349482072,110.97588200000001,-62.921884999999996,349482072,110.975896500977,-62.9218773747472,0.0363076678900777,20190415,,,136-010683,07235421-6255187,,J072354.15-625517.9,5.291769389394793e+18,29918818.0,,STAR,tmgaia2,tmgaia2,-34.8988,0.04271130000000001,80.8525,0.056374400000000005,gaia2,5.996519999999999,0.019687,gaia2,274.191359721077,-20.4141854317321,167.612407460998,-80.3960724677163,13.375,0.031,12.317,0.057,,,,,,,,,,,10.647,0.021,10.195,0.021,10.068999999999999,0.021,AAA-222-111-000-0-0,,10.027999999999999,0.023,10.105,0.02,10.056000000000001,0.034,9.396,0.409,12.1187,0.000269,11.5044,0.006,rered,spect,4887.01,124.912,4.4806099999999995,0.09225239999999998,0.274492,0.0870595,0.851675,0.0579347,0.8,0.0978308,1.2949899999999999,0.35028000000000004,DWARF,0.3727483,0.01513555,165.96400000000003,0.5465,0.048224199999999995,0.00978391,152,0.01935121,,,0.004012265,0.00959145,0.00997637,schlegel,0.10283900000000001,0.0928227,0.0627191,0.053150300000000004,0.285364,0.415196,0.07865470000000001,0.10585,0.0138316,0.016439500000000003,0.545,0.5479999999999999,bj2018,134.461,115.36399999999999,spect,12.6613,0.00093,11.4574,0.000586,1,,ucac4,apassdr9,,0.7763148854600699,0.874120750288607,110.975566410727,-62.9215292602082,0.017573153474121004,0.023559578834897003,1,0
