Name,Porb, Porb_sig_p, Porb_sig_m, a1sini/c, a1sini/c_sig_p, a1sini/c_sig_m, e, e_sig_p, e_sig_m, phip, phip_sig_p, phip_sig_m, varpi, varpi_sig_p, varpi_sig_m, f(M)Msun, f(M)Msun_sig_p, f(M)Msun_sig_m, gradient, grad_sig_p, grad_sig_m, t_p, t_p_sig_p, t_p_sig_m, K1_ms, K1_ms_sig_p, K1_ms_sig_m, median_segment_size
kic3762741,1219.536928,74.642259,53.117945,324.694084,32.0909,19.689235,0.252628,0.094133,0.095145,0.082708,0.041041,0.044872,0.007199,0.164715,0.183252,0.0247125,0.007637,0.0054187,-0.172401,0.080543,0.107058,55075.37026,81.152767,84.114689,5616.7,405.0,431.9
kic3763579,1739.090534,192.558145,215.482994,299.518602,63.873137,58.502163,0.091375,0.101846,0.051786,0.922062,0.103045,0.099728,2.405217,0.282522,0.235668,0.0095392,0.0065446,0.0059754,0.367627,0.133545,0.140588,56573.057846,271.548662,267.776859,3739.4,679.6,535.7
kic3833853,446.787364,1.397745,1.45503,59.585715,1.11916,1.143173,0.025047,0.024888,0.016333,0.763295,0.059291,0.117288,0.263055,0.366718,0.735809,0.0011379,6.45e-05,6.59e-05,0.001394,0.001956,0.001931,55310.539751,26.528844,52.422206,2906.9,36.3,33.5
kic3849354,109.56265,0.096765,0.095871,91.111918,2.10847,2.06062,0.188733,0.046826,0.046435,0.421704,0.034482,0.028064,1.333254,0.224686,0.169554,0.0676524,0.0046982,0.0045917,-0.001758,0.003161,0.003081,55004.595438,3.779167,3.076274,17805.8,345.0,319.2
kic3851151,2172.568729,937.818882,483.025649,144.057475,32.82,19.12674,0.573948,0.154298,0.183828,0.29912,0.081606,0.095213,1.497397,0.352533,0.247142,0.0006801,0.0005545,0.0006466,-0.026085,0.025092,0.031451,55610.897428,732.211162,739.925351,1183.9,497.5,336.0
kic3969800,728.062564,13.318415,13.474674,99.264721,4.890094,5.041242,0.111573,0.104542,0.070756,0.410563,0.14657,0.183127,1.101501,0.921212,1.129986,0.0019812,0.0003018,0.0003104,0.005165,0.009428,0.009406,55257.30768,107.549738,133.999253,2954.1,131.9,103.5
kic3975085,921.274291,3.284682,3.159228,893.815187,3.752425,3.647286,0.17484,0.007642,0.007615,0.241641,0.007202,0.006373,4.725051,0.05704,0.044985,0.9033333,0.0129546,0.0127976,0.025134,0.015089,0.014994,55181.009691,7.375937,6.697233,20827.7,88.1,87.3
kic4077275,461.073091,9.684899,9.522382,113.213083,9.946878,8.879283,0.291255,0.187849,0.169982,0.329554,0.144992,0.099343,0.73068,0.985444,0.552606,0.0073288,0.0019553,0.0017517,-0.027003,0.016445,0.016143,55121.456961,67.538195,46.800337,5121.6,497.0,386.0
kic4078743,1571.107992,67.398763,50.665431,840.085842,47.338209,36.034409,0.391017,0.014765,0.014644,0.254253,0.008935,0.010073,5.178891,0.074126,0.035906,0.2578942,0.0466617,0.0398862,1.058139,0.127278,0.097636,55357.85096,60.678247,61.116638,10730.3,459.1,468.8
kic4141155,261.156743,0.271781,0.271153,80.785973,1.036135,1.022018,0.258937,0.021394,0.021804,0.111965,0.01132,0.010415,6.228438,0.070279,0.06334,0.0083002,0.0003198,0.0003155,0.005716,0.001476,0.001482,54987.633175,2.968732,2.733461,6514.6,72.6,71.0
